# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       2     0.32300     0.18523     0.34596    2.916044704   -5.755861222   -8.671905925
     1       2    -0.21278    -0.35056    -0.34290    2.811086834   -5.848740752   -8.659827586
     1       2    -0.13624    -0.27402    -0.41944    3.030580808   -5.659300557   -8.689881366
     1       2    -0.05970    -0.19747    -0.49598    2.997568545   -5.896045426   -8.893613971
     1       2     0.01684    -0.12093    -0.57252    2.206903823   -6.529457164   -8.736360987
     1       2     0.16992    -0.12093    -0.57252    2.360419326   -6.402847810   -8.763267135
     1       2     0.24646    -0.04439     0.57559    2.220490244   -6.641334791   -8.861825036
     1       2     0.32300     0.03215     0.49904    2.624526700   -6.275895346   -8.900422045
     1       2    -0.21278    -0.50364    -0.18982    2.810207066   -5.865614118   -8.675821184
     1       2    -0.13624    -0.42710    -0.26636    3.027217129   -5.662855671   -8.690072799
     1       2    -0.05970    -0.35056    -0.34290    3.393562137   -5.281628396   -8.675190533
     1       2     0.01684    -0.27402    -0.41944    3.436163370   -5.474196685   -8.910360055
     1       2     0.09338    -0.19747    -0.49598    2.946971201   -5.909883018   -8.856854219
     1       2    -0.36586     0.41485     0.11634    2.858774835   -5.821707537   -8.680482372
     1       2    -0.28932     0.49139     0.03980    2.786302626   -6.116003671   -8.902306297
     1       2    -0.21278     0.56793    -0.03674    2.266996227   -6.605607990   -8.872604217
     1       2    -0.13624    -0.58018    -0.11328    2.227061239   -6.534823019   -8.761884258
     1       2    -0.05970    -0.50364    -0.18982    2.938422981   -5.934815595   -8.873238576
     1       2     0.01684    -0.42710    -0.26636    3.415110400   -5.500958677   -8.916069076
     1       2     0.09338    -0.35056    -0.34290    3.238436555   -5.439655875   -8.678092430
     1       2     0.16992    -0.27402    -0.41944    2.921207537   -5.758545357   -8.679752894
     1       2    -0.28932     0.33831     0.19288    3.022051132   -5.622606582   -8.644657713
     1       2    -0.21278     0.41485     0.11634    3.429172041   -5.460596989   -8.889769030
     1       2    -0.13624     0.49139     0.03980    3.206759198   -5.705618383   -8.912377581
     1       2    -0.05970     0.56793    -0.03674    2.263880089   -6.583887519   -8.847767608
     1       2     0.01684    -0.58018    -0.11328    2.109642681   -6.621061435   -8.730704116
     1       2     0.09338    -0.50364    -0.18982    2.897465354   -5.937977922   -8.835443275
     1       2     0.16992    -0.42710    -0.26636    2.921823465   -5.753967979   -8.675791444
     1       2    -0.36586     0.26177     0.26942    2.798686511   -5.824274073   -8.622960585
     1       2     0.32300    -0.27402    -0.26636    2.836605409   -5.753653728   -8.590259137
     1       2    -0.21278     0.41485     0.26942    2.845420417   -5.824327910   -8.669748327
     1       2    -0.13624     0.49139     0.19288    2.916684408   -5.791307590   -8.707991998
     1       2    -0.05970     0.56793     0.11634    2.276700427   -6.472427869   -8.749128296
     1       2     0.01684    -0.58018     0.03980    2.096226352   -6.793864884   -8.890091236
     1       2     0.09338    -0.50364    -0.03674    3.112396071   -5.816172412   -8.928568483
     1       2     0.16992    -0.42710    -0.11328    3.573872194   -5.332769060   -8.906641254
     1       2     0.24646    -0.35056    -0.18982    3.187214958   -5.480129608   -8.667344566
     1       2    -0.21278     0.26177     0.42250    2.850164580   -5.819958716   -8.670123296
     1       2    -0.13624     0.33831     0.34596    3.072253341   -5.606796351   -8.679049691
     1       2    -0.05970     0.41485     0.26942    3.389966993   -5.426516509   -8.816483502
     1       2     0.01684     0.49139     0.19288    3.095636094   -5.823118793   -8.918754888
     1       2     0.09338     0.56793     0.11634    2.294323695   -6.452211070   -8.746534766
     1       2     0.16992    -0.58018     0.03980    2.140288040   -6.646459564   -8.786747605
     1       2     0.24646    -0.50364    -0.03674    2.818107541   -6.094138235   -8.912245777
     1       2     0.32300    -0.42710    -0.11328    2.921927772   -5.773324013   -8.695251785
     1       2    -0.13624     0.18523     0.49904    2.880431411   -5.829693077   -8.710124487
     1       2    -0.05970     0.26177     0.42250    3.373457869   -5.468491689   -8.841949558
     1       2     0.01684     0.33831     0.34596    3.587020765   -5.098355580   -8.685376345
     1       2     0.09338     0.41485     0.26942    3.251795215   -5.498941559   -8.750736774
     1       2     0.16992     0.49139     0.19288    2.863248881   -5.811139981   -8.674388862
     1       2    -0.36586    -0.04439    -0.49598    2.539425406   -6.283044414   -8.822469820
     1       2    -0.28932     0.03215    -0.57252    2.201679648   -6.666105752   -8.867785400
     1       2    -0.21278     0.10869     0.57559    2.399562836   -6.382179838   -8.781742674
     1       2    -0.05970     0.10869     0.57559    2.181976443   -6.565853500   -8.747829943
     1       2     0.01684     0.18523     0.49904    3.029975971   -5.887935007   -8.917910978
     1       2     0.09338     0.26177     0.42250    3.241266475   -5.545832686   -8.787099161
     1       2     0.16992     0.33831     0.34596    2.931667731   -5.746779602   -8.678447333
     1       2    -0.36586    -0.19747    -0.34290    2.827354749   -5.844755699   -8.672110448
     1       2    -0.28932    -0.12093    -0.41944    3.031803080   -5.664985727   -8.696788807
     1       2    -0.21278    -0.04439    -0.49598    2.975612688   -5.933352176   -8.908964864
     1       2    -0.13624     0.03215    -0.57252    2.212767197   -6.537263173   -8.750030371
     1       2     0.01684     0.03215    -0.57252    2.199202797   -6.711322060   -8.910524857
     1       2     0.09338     0.10869     0.57559    2.206455223   -6.544499263   -8.750954487
     1       2     0.16992     0.18523     0.49904    2.836469587   -5.846616761   -8.683086348
     1       2    -0.36586    -0.35056    -0.18982    2.834171476   -5.838648434   -8.672819910
     1       2    -0.28932    -0.27402    -0.26636    2.938132395   -5.658154680   -8.596287075
     1       2    -0.21278    -0.19747    -0.34290    3.377674485   -5.328926483   -8.706600968
     1       2    -0.13624    -0.12093    -0.41944    3.778142577   -5.134877405   -8.913019982
     1       2    -0.05970    -0.04439    -0.49598    3.243649734   -5.690722761   -8.934372495
     1       2     0.09338    -0.04439    -0.49598    3.209982966   -5.717188128   -8.927171094
     1       2     0.16992     0.03215    -0.57252    2.216163480   -6.583813409   -8.799976888
     1       2    -0.36586    -0.50364    -0.03674    2.483759187   -6.348124434   -8.831883621
     1       2    -0.28932    -0.42710    -0.11328    3.025594211   -5.694221383   -8.719815594
     1       2    -0.21278    -0.35056    -0.18982    3.382313545   -5.378866694   -8.761180240
     1       2    -0.13624    -0.27402    -0.26636    3.920056528   -4.789829037   -8.709885565
     1       2    -0.05970    -0.19747    -0.34290    4.464724126   -4.492036100   -8.956760226
     1       2     0.01684    -0.12093    -0.41944    4.188517771   -4.728013396   -8.916531168
     1       2     0.16992    -0.12093    -0.41944    3.600370991   -5.302917406   -8.903288397
     1       2     0.24646    -0.04439    -0.49598    2.880088940   -6.026186293   -8.906275233
     1       2    -0.28932    -0.58018     0.03980    2.190148234   -6.659404511   -8.849552744
     1       2    -0.21278    -0.50364    -0.03674    2.905485397   -6.004328845   -8.909814242
     1       2    -0.13624    -0.42710    -0.11328    3.740471855   -5.169093058   -8.909564913
     1       2    -0.05970    -0.35056    -0.18982    4.448156854   -4.497981734   -8.946138588
     1       2     0.01684    -0.27402    -0.26636    4.732011679   -4.301945675   -9.033957354
     1       2     0.09338    -0.19747    -0.34290    4.242509652   -4.673173900   -8.915683552
     1       2     0.24646    -0.19747    -0.34290    3.179878561   -5.453712787   -8.633591347
     1       2     0.32300    -0.12093    -0.41944    2.928297857   -5.760229945   -8.688527803
     1       2    -0.21278     0.56793     0.11634    2.460011001   -6.312105863   -8.772116864
     1       2    -0.13624    -0.58018     0.03980    2.126406383   -6.618785116   -8.745191499
     1       2    -0.05970    -0.50364    -0.03674    3.140910489   -5.794711521   -8.935622010
     1       2     0.01684    -0.42710    -0.11328    4.114597643   -4.809292208   -8.923889851
     1       2     0.09338    -0.35056    -0.18982    4.232989160   -4.685028682   -8.918017843
     1       2     0.16992    -0.27402    -0.26636    3.650665476   -4.973829626   -8.624495103
     1       2     0.24646    -0.19747    -0.18982    4.238445765   -4.387505016   -8.625950781
     1       2     0.32300    -0.12093    -0.26636    3.689320244   -5.022149545   -8.711469789
     1       2     0.39954    -0.04439    -0.34290    3.141930314   -5.549219419   -8.691149733
     1       2    -0.13624    -0.58018     0.19288    2.430894190   -6.340452844   -8.771347033
     1       2    -0.05970    -0.50364     0.11634    3.068596195   -5.765636963   -8.834233158
     1       2     0.01684    -0.42710     0.03980    4.275812504   -4.665309216   -8.941121719
     1       2     0.09338    -0.35056    -0.03674    5.183202357   -3.740149757   -8.923352114
     1       2     0.16992    -0.27402    -0.11328    4.925926847   -3.993459798   -8.919386645
     1       2     0.32300    -0.27402    -0.11328    3.694589071   -5.012731481   -8.707320552
     1       2     0.39954    -0.19747    -0.18982    3.206257978   -5.560053227   -8.766311205
     1       2     0.47608    -0.12093    -0.26636    2.872494474   -5.878168627   -8.750663101
